13 26 23 28 22 22 23 23 21 21 21 23 20 4 4	0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4	0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4	0.82 0.82 0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4 4 4 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 5 3 4 4 3	0.82 0.84 0.84 0.82 0.82 0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4 4 4 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 5 3 4 4 3 4 3 4 3 3 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 5 4 4 3	0.82 0.84 0.84 0.84 0.82 0.84 0.84 0.82 0.82 0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4 4 4 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 5 3 4 4 3 4 3 4 3 3 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 5 4 4 3 7 5 1 6 4 3 4 4 3 3 4 2 4	0.83 0.84 0.85 0.85 0.86 0.82 0.84 0.84 0.84 0.82 0.84 0.84 0.82 0.82 0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4 4 4 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 5 3 4 4 3 4 3 4 3 3 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 5 4 4 3 7 5 1 6 4 3 4 4 3 3 4 2 4 8 4 1 7 4 3 3 5 2 4 3 2 4	0.84 0.85 0.86 0.86 0.86 0.87 0.83 0.84 0.85 0.85 0.86 0.82 0.84 0.84 0.84 0.82 0.84 0.84 0.82 0.82 0.86
13 26 23 28 22 22 23 23 21 21 21 23 20 4 4 4 4 5 4 4 4 3 4 4 3 3 4 4 6 3 4 5 3 4 4 3 4 4 3 3 4 4 4 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 4 5 3 4 4 3 4 3 4 3 3 4 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 5 4 4 3 7 5 1 6 4 3 4 4 3 3 4 2 4 8 4 1 7 4 3 3 5 2 4 3 2 4 7 6 1 7 2 5 2 5 2 5 2 5 1	0.84 0.85 0.86 0.87 0.87 0.87 0.87 0.84 0.85 0.86 0.86 0.86 0.87 0.83 0.84 0.85 0.85 0.86 0.82 0.84 0.84 0.84 0.82 0.84 0.84 0.82 0.82 0.86
