11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2	0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2	0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3	0.82 0.83 0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3 1 6 4 4 3 4 3 5 4 2 5 4 5	0.83 0.84 0.84 0.82 0.83 0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5	0.84 0.84 0.85 0.85 0.83 0.84 0.84 0.82 0.83 0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5	0.84 0.85 0.85 0.86 0.86 0.84 0.84 0.85 0.85 0.83 0.84 0.84 0.82 0.83 0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5 4 5 4 3 2 5 5 3 3 4 5 2 5	0.84 0.85 0.86 0.86 0.87 0.87 0.84 0.85 0.85 0.86 0.86 0.84 0.84 0.85 0.85 0.83 0.84 0.84 0.82 0.83 0.86
11 24 21 24 22 22 20 26 23 18 24 24 23 7 5 2 5 4 3 4 4 4 4 4 3 4 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 5 4 3 4 2 6 3 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 7 3 4 3 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5 1 6 4 4 3 4 3 5 4 2 5 4 5 4 5 4 3 2 5 5 3 3 4 5 2 5 6 4 5 2 5 3 4 5 2 2 5 7	0.84 0.86 0.87 0.87 0.87 0.87 0.87 0.84 0.85 0.86 0.86 0.87 0.87 0.84 0.85 0.85 0.86 0.86 0.84 0.84 0.85 0.85 0.83 0.84 0.84 0.82 0.83 0.86
